"REF_DATE","GEO","DGUID","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2009","New Brunswick","2016A000213","Male police officers","Number","223","units","0","v53509195","5.10","1152","","","","0"
"2010","New Brunswick","2016A000213","Male police officers","Number","223","units","0","v53509195","5.10","1184","","","","0"
"2011","New Brunswick","2016A000213","Male police officers","Number","223","units","0","v53509195","5.10","1167","","","","0"
"2012","New Brunswick","2016A000213","Male police officers","Number","223","units","0","v53509195","5.10","1151","","","","0"
"2013","New Brunswick","2016A000213","Male police officers","Number","223","units","0","v53509195","5.10","1128","","","","0"
"2014","New Brunswick","2016A000213","Male police officers","Number","223","units","0","v53509195","5.10","1080","","","","0"
"2015","New Brunswick","2016A000213","Male police officers","Number","223","units","0","v53509195","5.10","1069","","","","0"
"2016","New Brunswick","2016A000213","Male police officers","Number","223","units","0","v53509195","5.10","1067","","","","0"
"2017","New Brunswick","2016A000213","Male police officers","Number","223","units","0","v53509195","5.10","1025","","","","0"
"2018","New Brunswick","2016A000213","Male police officers","Number","223","units","0","v53509195","5.10","1004","","","","0"
"2019","New Brunswick","2016A000213","Male police officers","Number","223","units","0","v53509195","5.10","1022","","","","0"
"1998","New Brunswick","2016A000213","Female police officers","Number","223","units","0","v53509196","5.11","105","","","","0"
"1999","New Brunswick","2016A000213","Female police officers","Number","223","units","0","v53509196","5.11","122","","","","0"
"2000","New Brunswick","2016A000213","Female police officers","Number","223","units","0","v53509196","5.11","136","","","","0"
"2001","New Brunswick","2016A000213","Female police officers","Number","223","units","0","v53509196","5.11","144","","","","0"
"2002","New Brunswick","2016A000213","Female police officers","Number","223","units","0","v53509196","5.11","150","","","","0"
"2003","New Brunswick","2016A000213","Female police officers","Number","223","units","0","v53509196","5.11","152","","","","0"
"2004","New Brunswick","2016A000213","Female police officers","Number","223","units","0","v53509196","5.11","167","","","","0"
"2005","New Brunswick","2016A000213","Female police officers","Number","223","units","0","v53509196","5.11","176","","","","0"
"2006","New Brunswick","2016A000213","Female police officers","Number","223","units","0","v53509196","5.11","182","","","","0"
"2007","New Brunswick","2016A000213","Female police officers","Number","223","units","0","v53509196","5.11","199","","","","0"
"2008","New Brunswick","2016A000213","Female police officers","Number","223","units","0","v53509196","5.11","207","","","","0"
"2009","New Brunswick","2016A000213","Female police officers","Number","223","units","0","v53509196","5.11","212","","","","0"
"2010","New Brunswick","2016A000213","Female police officers","Number","223","units","0","v53509196","5.11","214","","","","0"
"2011","New Brunswick","2016A000213","Female police officers","Number","223","units","0","v53509196","5.11","210","","","","0"
"2012","New Brunswick","2016A000213","Female police officers","Number","223","units","0","v53509196","5.11","213","","","","0"
"2013","New Brunswick","2016A000213","Female police officers","Number","223","units","0","v53509196","5.11","216","","","","0"
"2014","New Brunswick","2016A000213","Female police officers","Number","223","units","0","v53509196","5.11","210","","","","0"
"2015","New Brunswick","2016A000213","Female police officers","Number","223","units","0","v53509196","5.11","209","","","","0"
"2016","New Brunswick","2016A000213","Female police officers","Number","223","units","0","v53509196","5.11","218","","","","0"
"2017","New Brunswick","2016A000213","Female police officers","Number","223","units","0","v53509196","5.11","209","","","","0"
"2018","New Brunswick","2016A000213","Female police officers","Number","223","units","0","v53509196","5.11","225","","","","0"
"2019","New Brunswick","2016A000213","Female police officers","Number","223","units","0","v53509196","5.11","229","","","","0"
"1998","New Brunswick","2016A000213","Total number of civilian and other personnel","Number","223","units","0","v19457822","5.3","320","","","","0"
"1999","New Brunswick","2016A000213","Total number of civilian and other personnel","Number","223","units","0","v19457822","5.3","345","","","","0"
"2000","New Brunswick","2016A000213","Total number of civilian and other personnel","Number","223","units","0","v19457822","5.3","300","","","","0"
"2001","New Brunswick","2016A000213","Total number of civilian and other personnel","Number","223","units","0","v19457822","5.3","344","","","","0"
"2002","New Brunswick","2016A000213","Total number of civilian and other personnel","Number","223","units","0","v19457822","5.3","315","","","","0"
"2003","New Brunswick","2016A000213","Total number of civilian and other personnel","Number","223","units","0","v19457822","5.3","315","","","","0"
"2004","New Brunswick","2016A000213","Total number of civilian and other personnel","Number","223","units","0","v19457822","5.3","341","","","","0"
"2005","New Brunswick","2016A000213","Total number of civilian and other personnel","Number","223","units","0","v19457822","5.3","334","","","","0"
"2006","New Brunswick","2016A000213","Total number of civilian and other personnel","Number","223","units","0","v19457822","5.3","345","","","","0"
"2007","New Brunswick","2016A000213","Total number of civilian and other personnel","Number","223","units","0","v19457822","5.3","336","","","","0"
"2008","New Brunswick","2016A000213","Total number of civilian and other personnel","Number","223","units","0","v19457822","5.3","377","","","","0"
"2009","New Brunswick","2016A000213","Total number of civilian and other personnel","Number","223","units","0","v19457822","5.3","398","","","","0"
"2010","New Brunswick","2016A000213","Total number of civilian and other personnel","Number","223","units","0","v19457822","5.3","439","","","","0"
"2011","New Brunswick","2016A000213","Total number of civilian and other personnel","Number","223","units","0","v19457822","5.3","461","","","","0"
"2012","New Brunswick","2016A000213","Total number of civilian and other personnel","Number","223","units","0","v19457822","5.3","435","","","","0"
"2013","New Brunswick","2016A000213","Total number of civilian and other personnel","Number","223","units","0","v19457822","5.3","427","","","","0"
"2014","New Brunswick","2016A000213","Total number of civilian and other personnel","Number","223","units","0","v19457822","5.3","427","","","","0"
"2015","New Brunswick","2016A000213","Total number of civilian and other personnel","Number","223","units","0","v19457822","5.3","442","","","","0"
"2016","New Brunswick","2016A000213","Total number of civilian and other personnel","Number","223","units","0","v19457822","5.3","446","","","","0"
"2017","New Brunswick","2016A000213","Total number of civilian and other personnel","Number","223","units","0","v19457822","5.3","458","","","","0"
"2018","New Brunswick","2016A000213","Total number of civilian and other personnel","Number","223","units","0","v19457822","5.3","678","","","","0"
"2019","New Brunswick","2016A000213","Total number of civilian and other personnel","Number","223","units","0","v19457822","5.3","715","","","","0"
"1998","New Brunswick","2016A000213","Police-civilian ratio","Ratio","270","units","0","v19457824","5.4","4.0","","","","1"
"1999","New Brunswick","2016A000213","Police-civilian ratio","Ratio","270","units","0","v19457824","5.4","3.7","","","","1"
"2000","New Brunswick","2016A000213","Police-civilian ratio","Ratio","270","units","0","v19457824","5.4","4.4","","","","1"
"2001","New Brunswick","2016A000213","Police-civilian ratio","Ratio","270","units","0","v19457824","5.4","3.8","","","","1"
"2002","New Brunswick","2016A000213","Police-civilian ratio","Ratio","270","units","0","v19457824","5.4","4.1","","","","1"
"2003","New Brunswick","2016A000213","Police-civilian ratio","Ratio","270","units","0","v19457824","5.4","4.1","","","","1"
"2004","New Brunswick","2016A000213","Police-civilian ratio","Ratio","270","units","0","v19457824","5.4","3.8","","","","1"
"2005","New Brunswick","2016A000213","Police-civilian ratio","Ratio","270","units","0","v19457824","5.4","3.9","","","","1"
"2006","New Brunswick","2016A000213","Police-civilian ratio","Ratio","270","units","0","v19457824","5.4","3.7","","","","1"
"2007","New Brunswick","2016A000213","Police-civilian ratio","Ratio","270","units","0","v19457824","5.4","3.9","","","","1"
"2008","New Brunswick","2016A000213","Police-civilian ratio","Ratio","270","units","0","v19457824","5.4","3.6","","","","1"
"2009","New Brunswick","2016A000213","Police-civilian ratio","Ratio","270","units","0","v19457824","5.4","3.4","","","","1"
"2010","New Brunswick","2016A000213","Police-civilian ratio","Ratio","270","units","0","v19457824","5.4","3.2","","","","1"
"2011","New Brunswick","2016A000213","Police-civilian ratio","Ratio","270","units","0","v19457824","5.4","3.0","","","","1"
"2012","New Brunswick","2016A000213","Police-civilian ratio","Ratio","270","units","0","v19457824","5.4","3.1","","","","1"
"2013","New Brunswick","2016A000213","Police-civilian ratio","Ratio","270","units","0","v19457824","5.4","3.1","","","","1"
"2014","New Brunswick","2016A000213","Police-civilian ratio","Ratio","270","units","0","v19457824","5.4","3.0","","","","1"
"2015","New Brunswick","2016A000213","Police-civilian ratio","Ratio","270","units","0","v19457824","5.4","2.9","","","","1"
"2016","New Brunswick","2016A000213","Police-civilian ratio","Ratio","270","units","0","v19457824","5.4","2.9","","","","1"
"2017","New Brunswick","2016A000213","Police-civilian ratio","Ratio","270","units","0","v19457824","5.4","2.7","","","","1"
"2018","New Brunswick","2016A000213","Police-civilian ratio","Ratio","270","units","0","v19457824","5.4","1.8","","","","1"
"2019","New Brunswick","2016A000213","Police-civilian ratio","Ratio","270","units","0","v19457824","5.4","1.7","","","","1"
"1998","New Brunswick","2016A000213","Police officers per 100,000 population","Rate","257","units","0","v19457826","5.6","170.9","","","","1"
"1999","New Brunswick","2016A000213","Police officers per 100,000 population","Rate","257","units","0","v19457826","5.6","171.9","","","","1"
"2000","New Brunswick","2016A000213","Police officers per 100,000 population","Rate","257","units","0","v19457826","5.6","174.0","","","","1"
"2001","New Brunswick","2016A000213","Police officers per 100,000 population","Rate","257","units","0","v19457826","5.6","175.6","","","","1"
"2002","New Brunswick","2016A000213","Police officers per 100,000 population","Rate","257","units","0","v19457826","5.6","174.3","","","","1"
"2003","New Brunswick","2016A000213","Police officers per 100,000 population","Rate","257","units","0","v19457826","5.6","170.8","","","","1"
"2004","New Brunswick","2016A000213","Police officers per 100,000 population","Rate","257","units","0","v19457826","5.6","173.7","","","","1"
"2005","New Brunswick","2016A000213","Police officers per 100,000 population","Rate","257","units","0","v19457826","5.6","173.4","","","","1"
"2006","New Brunswick","2016A000213","Police officers per 100,000 population","Rate","257","units","0","v19457826","5.6","173.1","","","","1"
"2007","New Brunswick","2016A000213","Police officers per 100,000 population","Rate","257","units","0","v19457826","5.6","177.9","","","","1"
"2008","New Brunswick","2016A000213","Police officers per 100,000 population","Rate","257","units","0","v19457826","5.6","181.4","","","","1"
"2009","New Brunswick","2016A000213","Police officers per 100,000 population","Rate","257","units","0","v19457826","5.6","181.9","","","","1"
"2010","New Brunswick","2016A000213","Police officers per 100,000 population","Rate","257","units","0","v19457826","5.6","185.6","","","","1"
"2011","New Brunswick","2016A000213","Police officers per 100,000 population","Rate","257","units","0","v19457826","5.6","182.2","","","","1"
"2012","New Brunswick","2016A000213","Police officers per 100,000 population","Rate","257","units","0","v19457826","5.6","179.9","","","","1"
"2013","New Brunswick","2016A000213","Police officers per 100,000 population","Rate","257","units","0","v19457826","5.6","177.2","","","","1"
"2014","New Brunswick","2016A000213","Police officers per 100,000 population","Rate","257","units","0","v19457826","5.6","170.0","","","","1"
"2015","New Brunswick","2016A000213","Police officers per 100,000 population","Rate","257","units","0","v19457826","5.6","168.4","","","","1"
"2016","New Brunswick","2016A000213","Police officers per 100,000 population","Rate","257","units","0","v19457826","5.6","168.3","","","","1"
"2017","New Brunswick","2016A000213","Police officers per 100,000 population","Rate","257","units","0","v19457826","5.6","160.9","","","","1"
"2018","New Brunswick","2016A000213","Police officers per 100,000 population","Rate","257","units","0","v19457826","5.6","159.5","","","","1"
"2019","New Brunswick","2016A000213","Police officers per 100,000 population","Rate","257","units","0","v19457826","5.6","161.0","","","","1"
"1998","New Brunswick","2016A000213","Authorized police officer strength","Number","223","units","0","v65783526","5.12","1477","","","","0"
"1999","New Brunswick","2016A000213","Authorized police officer strength","Number","223","units","0","v65783526","5.12","1561","","","","0"
"2000","New Brunswick","2016A000213","Authorized police officer strength","Number","223","units","0","v65783526","5.12","1557","","","","0"
"2001","New Brunswick","2016A000213","Authorized police officer strength","Number","223","units","0","v65783526","5.12","1571","","","","0"
"2002","New Brunswick","2016A000213","Authorized police officer strength","Number","223","units","0","v65783526","5.12","1478","","","","0"
"2003","New Brunswick","2016A000213","Authorized police officer strength","Number","223","units","0","v65783526","5.12","1555","","","","0"
"2004","New Brunswick","2016A000213","Authorized police officer strength","Number","223","units","0","v65783526","5.12","1556","","","","0"
"2005","New Brunswick","2016A000213","Authorized police officer strength","Number","223","units","0","v65783526","5.12","1557","","","","0"
"2006","New Brunswick","2016A000213","Authorized police officer strength","Number","223","units","0","v65783526","5.12","1558","","","","0"
"2007","New Brunswick","2016A000213","Authorized police officer strength","Number","223","units","0","v65783526","5.12","1598","","","","0"
"2008","New Brunswick","2016A000213","Authorized police officer strength","Number","223","units","0","v65783526","5.12","1677","","","","0"
"2009","New Brunswick","2016A000213","Authorized police officer strength","Number","223","units","0","v65783526","5.12","1403","","","","0"
"2010","New Brunswick","2016A000213","Authorized police officer strength","Number","223","units","0","v65783526","5.12","1417","","","","0"
"2011","New Brunswick","2016A000213","Authorized police officer strength","Number","223","units","0","v65783526","5.12","1424","","","","0"
"2012","New Brunswick","2016A000213","Authorized police officer strength","Number","223","units","0","v65783526","5.12","1425","","","","0"
"2013","New Brunswick","2016A000213","Authorized police officer strength","Number","223","units","0","v65783526","5.12","1398","","","","0"
"2014","New Brunswick","2016A000213","Authorized police officer strength","Number","223","units","0","v65783526","5.12","1364","","","","0"
"2015","New Brunswick","2016A000213","Authorized police officer strength","Number","223","units","0","v65783526","5.12","1345","","","","0"
"2016","New Brunswick","2016A000213","Authorized police officer strength","Number","223","units","0","v65783526","5.12","1334","","","","0"
"2017","New Brunswick","2016A000213","Authorized police officer strength","Number","223","units","0","v65783526","5.12","1338","","","","0"
"2018","New Brunswick","2016A000213","Authorized police officer strength","Number","223","units","0","v65783526","5.12","1334","","","","0"
"2019","New Brunswick","2016A000213","Authorized police officer strength","Number","223","units","0","v65783526","5.12","1312","","","","0"
"1998","New Brunswick","2016A000213","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783527","5.13","196.8","","","","1"
"1999","New Brunswick","2016A000213","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783527","5.13","208.0","","","","1"
"2000","New Brunswick","2016A000213","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783527","5.13","207.5","","","","1"
"2001","New Brunswick","2016A000213","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783527","5.13","209.5","","","","1"
"2002","New Brunswick","2016A000213","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783527","5.13","197.2","","","","1"
"2003","New Brunswick","2016A000213","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783527","5.13","207.5","","","","1"
"2004","New Brunswick","2016A000213","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783527","5.13","207.6","","","","1"
"2005","New Brunswick","2016A000213","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783527","5.13","208.2","","","","1"
"2006","New Brunswick","2016A000213","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783527","5.13","209.0","","","","1"
"2007","New Brunswick","2016A000213","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783527","5.13","214.4","","","","1"
"2008","New Brunswick","2016A000213","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783527","5.13","224.5","","","","1"
"2009","New Brunswick","2016A000213","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783527","5.13","187.1","","","","1"
"2010","New Brunswick","2016A000213","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783527","5.13","188.2","","","","1"
"2011","New Brunswick","2016A000213","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783527","5.13","188.4","","","","1"
"2012","New Brunswick","2016A000213","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783527","5.13","187.9","","","","1"
"2013","New Brunswick","2016A000213","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783527","5.13","184.3","","","","1"
"2014","New Brunswick","2016A000213","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783527","5.13","179.7","","","","1"
"2015","New Brunswick","2016A000213","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783527","5.13","177.2","","","","1"
"2016","New Brunswick","2016A000213","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783527","5.13","174.8","","","","1"
"2017","New Brunswick","2016A000213","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783527","5.13","174.5","","","","1"
"2018","New Brunswick","2016A000213","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783527","5.13","173.0","","","","1"
"2019","New Brunswick","2016A000213","Authorized police officer strength per 100,000 population","Rate","257","units","0","v65783527","5.13","168.9","","","","1"
"1998","New Brunswick","2016A000213","Criminal Code incidents per police officer","Rate","257","units","0","v19457827","5.7","40.0","","","","1"
"1999","New Brunswick","2016A000213","Criminal Code incidents per police officer","Rate","257","units","0","v19457827","5.7","40.0","","","","1"
"2000","New Brunswick","2016A000213","Criminal Code incidents per police officer","Rate","257","units","0","v19457827","5.7","38.1","","","","1"
"2001","New Brunswick","2016A000213","Criminal Code incidents per police officer","Rate","257","units","0","v19457827","5.7","37.2","","","","1"
"2002","New Brunswick","2016A000213","Criminal Code incidents per police officer","Rate","257","units","0","v19457827","5.7","38.3","","","","1"
"2003","New Brunswick","2016A000213","Criminal Code incidents per police officer","Rate","257","units","0","v19457827","5.7","41.5","","","","1"
"2004","New Brunswick","2016A000213","Criminal Code incidents per police officer","Rate","257","units","0","v19457827","5.7","41.8","","","","1"
"2005","New Brunswick","2016A000213","Criminal Code incidents per police officer","Rate","257","units","0","v19457827","5.7","37.1","","","","1"
"2006","New Brunswick","2016A000213","Criminal Code incidents per police officer","Rate","257","units","0","v19457827","5.7","34.8","","","","1"
"2007","New Brunswick","2016A000213","Criminal Code incidents per police officer","Rate","257","units","0","v19457827","5.7","31.4","","","","1"
"2008","New Brunswick","2016A000213","Criminal Code incidents per police officer","Rate","257","units","0","v19457827","5.7","31.4","","","","1"
"2009","New Brunswick","2016A000213","Criminal Code incidents per police officer","Rate","257","units","0","v19457827","5.7","30.9","","","","1"
"2010","New Brunswick","2016A000213","Criminal Code incidents per police officer","Rate","257","units","0","v19457827","5.7","29.7","","","","1"
"2011","New Brunswick","2016A000213","Criminal Code incidents per police officer","Rate","257","units","0","v19457827","5.7","29.0","","","","1"
"2012","New Brunswick","2016A000213","Criminal Code incidents per police officer","Rate","257","units","0","v19457827","5.7","30.6","","","","1"
"2013","New Brunswick","2016A000213","Criminal Code incidents per police officer","Rate","257","units","0","v19457827","5.7","27.2","","","","1"
"2014","New Brunswick","2016A000213","Criminal Code incidents per police officer","Rate","257","units","0","v19457827","5.7","26.3","","","","1"
"2015","New Brunswick","2016A000213","Criminal Code incidents per police officer","Rate","257","units","0","v19457827","5.7","29.1","","","","1"
"2016","New Brunswick","2016A000213","Criminal Code incidents per police officer","Rate","257","units","0","v19457827","5.7","27.8","","","","1"
"2017","New Brunswick","2016A000213","Criminal Code incidents per police officer","Rate","257","units","0","v19457827","5.7","31.9","","","","1"
"2018","New Brunswick","2016A000213","Criminal Code incidents per police officer","Rate","257","units","0","v19457827","5.7","34.1","","","","1"
"2019","New Brunswick","2016A000213","Criminal Code incidents per police officer","Rate","257","units","0","v19457827","5.7","37.5","","","","1"
"1998","New Brunswick","2016A000213","Crime severity index","Index","160","units","0","v65783528","5.14","89.98","","","","2"
"1999","New Brunswick","2016A000213","Crime severity index","Index","160","units","0","v65783528","5.14","90.04","","","","2"
"2000","New Brunswick","2016A000213","Crime severity index","Index","160","units","0","v65783528","5.14","84.83","","","","2"
"2001","New Brunswick","2016A000213","Crime severity index","Index","160","units","0","v65783528","5.14","83.44","","","","2"
"2002","New Brunswick","2016A000213","Crime severity index","Index","160","units","0","v65783528","5.14","84.55","","","","2"
"2003","New Brunswick","2016A000213","Crime severity index","Index","160","units","0","v65783528","5.14","87.79","","","","2"
"2004","New Brunswick","2016A000213","Crime severity index","Index","160","units","0","v65783528","5.14","87.90","","","","2"
"2005","New Brunswick","2016A000213","Crime severity index","Index","160","units","0","v65783528","5.14","79.50","","","","2"
"2006","New Brunswick","2016A000213","Crime severity index","Index","160","units","0","v65783528","5.14","74.21","","","","2"
"2007","New Brunswick","2016A000213","Crime severity index","Index","160","units","0","v65783528","5.14","70.80","","","","2"
"2008","New Brunswick","2016A000213","Crime severity index","Index","160","units","0","v65783528","5.14","71.75","","","","2"
"2009","New Brunswick","2016A000213","Crime severity index","Index","160","units","0","v65783528","5.14","70.68","","","","2"
"2010","New Brunswick","2016A000213","Crime severity index","Index","160","units","0","v65783528","5.14","69.16","","","","2"
"2011","New Brunswick","2016A000213","Crime severity index","Index","160","units","0","v65783528","5.14","66.21","","","","2"
"2012","New Brunswick","2016A000213","Crime severity index","Index","160","units","0","v65783528","5.14","68.03","","","","2"
"2013","New Brunswick","2016A000213","Crime severity index","Index","160","units","0","v65783528","5.14","60.04","","","","2"
"2014","New Brunswick","2016A000213","Crime severity index","Index","160","units","0","v65783528","5.14","56.02","","","","2"
"2015","New Brunswick","2016A000213","Crime severity index","Index","160","units","0","v65783528","5.14","62.41","","","","2"
"2016","New Brunswick","2016A000213","Crime severity index","Index","160","units","0","v65783528","5.14","61.56","","","","2"
"2017","New Brunswick","2016A000213","Crime severity index","Index","160","units","0","v65783528","5.14","68.74","","","","2"
"2018","New Brunswick","2016A000213","Crime severity index","Index","160","units","0","v65783528","5.14","72.95","","","","2"
"2019","New Brunswick","2016A000213","Crime severity index","Index","160","units","0","v65783528","5.14","79.45","","","","2"
"1998","New Brunswick","2016A000213","Weighted clearance rate","Rate","257","units","0","v65783529","5.15","43.97","","","","2"
"1999","New Brunswick","2016A000213","Weighted clearance rate","Rate","257","units","0","v65783529","5.15","40.42","","","","2"
"2000","New Brunswick","2016A000213","Weighted clearance rate","Rate","257","units","0","v65783529","5.15","35.73","","","","2"
"2001","New Brunswick","2016A000213","Weighted clearance rate","Rate","257","units","0","v65783529","5.15","37.80","","","","2"
"2002","New Brunswick","2016A000213","Weighted clearance rate","Rate","257","units","0","v65783529","5.15","32.41","","","","2"
"2003","New Brunswick","2016A000213","Weighted clearance rate","Rate","257","units","0","v65783529","5.15","32.71","","","","2"
"2004","New Brunswick","2016A000213","Weighted clearance rate","Rate","257","units","0","v65783529","5.15","32.86","","","","2"
"2005","New Brunswick","2016A000213","Weighted clearance rate","Rate","257","units","0","v65783529","5.15","37.30","","","","2"
"2006","New Brunswick","2016A000213","Weighted clearance rate","Rate","257","units","0","v65783529","5.15","41.00","","","","2"
